LAMMPS data file via write_data, version 22 Jul 2025, timestep = 10000, units = metal

21600 atoms
5 atom types

-1.8922399903197515 53.75622599031991 xlo xhi
-1.3984106028263632 50.11633460282623 ylo yhi
1.426867464245447 83.64060653575481 zlo zhi
0 0 0 xy xz yz

Masses

1 55.845
2 26.98154
3 55.845
4 26.9815
5 28.085

Atoms # atomic

1743 2 -0.41145741274311187 2.183770568193326 83.62332130994383 0 0 -1
8 1 -0.5553468188436104 2.2564220986146704 4.6934987521702904 0 0 0
216 5 0.7002518552472936 2.949093674140829 3.105278884738998 1 0 0
20741 4 1.7237909270965734 1.1598960674994685 83.60788349851367 0 0 0
949 1 -1.0310544890616846 49.751739182991614 2.0325995215327115 0 -1 0
1730 1 -1.7858117930237132 -0.7043463101033751 4.250551204201466 0 0 0
1008 5 2.1620185223128114 0.26094168132531026 3.998279995130719 1 0 0
20749 1 0.19644175555391863 0.7480666631192219 3.255759844967751 0 0 1
71 4 -0.18793372221211468 0.25912683276959214 5.421536629575037 1 0 0
946 3 3.2705877190500807 -0.31323417969328604 2.390007776332833 0 0 0
947 4 4.599342066762415 1.4607202024967805 3.224343746953842 0 0 0
220 3 2.6203279371998693 2.152384659631422 3.033421529084438 0 0 0
15 2 5.773547592284043 0.04890960698076152 2.195623203919613 0 0 0
948 5 4.8050387010715 -1.1863786210905714 3.6363785594412663 0 0 0
1736 1 4.402078808851704 0.14244962420122698 5.178363870151472 0 0 0
88 3 6.074509247350456 1.085397411675932 5.567972003652529 0 0 0
1731 2 3.245392750551704 1.7420897739248318 4.863487556916548 0 0 0
942 5 6.443059739282562 2.8088335060046186 4.580339934588832 0 0 0
11 4 9.213641340261107 -0.4168519107320624 2.6111556532356395 0 0 0
953 4 7.1600806872400575 0.15035762483694937 3.929584560674882 0 0 0
1890 5 9.04543349895522 2.3383370923650544 3.148506253257308 0 0 0
20818 3 6.942430878312944 1.9062655092585423 2.769997685252153 0 0 1
873 2 10.463634523865808 2.6679346771143715 4.894567429102297 0 0 0
1810 3 8.882942983745183 0.9422201491969946 4.702793208620658 0 0 0
84 5 10.156565457456203 -0.6717329422312949 5.119666484574786 0 0 0
806 1 10.660353983141563 0.9810267536071504 3.4033644936168095 0 1 0
20754 5 12.17194761419678 -0.23923327861321297 2.744058456676024 0 0 1
19 1 14.155452480058042 0.4505102249617401 2.0334965151582445 0 0 0
889 1 13.818967591913083 0.36708891486819173 4.230836099810212 0 0 0
19895 4 14.722974350638015 -1.261987026633154 3.1297804373321885 0 0 1
1750 3 11.81705406054664 0.6524878225855435 5.160300870886657 0 0 0
2542 3 15.133389561968823 -0.9886209276844717 5.292664229398376 0 1 0
21548 1 12.527241331139386 2.049590786968525 2.4784763676018633 0 1 1
882 5 13.104470354954683 -1.2547550400597844 5.561393213273772 0 0 0
20759 4 16.09586613579898 0.6244317839224274 4.330204616533875 0 0 1
19033 1 16.63692350270497 -0.3185819349976753 2.5562140576304744 0 0 1
2613 2 15.309642281456384 2.125158217046693 2.843710093319827 0 0 0
1833 2 17.764167731168914 1.8710883829429767 3.5365208736867664 0 0 0
24 5 18.630385153994116 -0.11557142847577073 3.331859121860261 0 0 0
888 5 19.04757794192244 2.211462990017981 5.282796497622194 0 0 0
21559 1 19.178169605008808 0.9412578103862148 1.4570024528029837 0 1 1
1681 1 21.5454579685146 -0.1329378462004034 3.8127427939882605 0 1 0
20691 2 20.090479587583186 1.5308796024234033 3.413027663832156 0 1 1
19974 5 22.075061053707245 1.1502133467786089 2.207024867814356 0 0 1
828 5 23.597014425717223 -0.39209846855980124 4.514828372244695 0 1 0
21566 1 23.09038616315004 -0.8920249395499484 2.350901187882318 0 1 1
20771 4 21.713859737234475 1.655435429107745 4.757719110368111 0 0 1
1686 5 20.630746705221693 -0.7179481636805315 5.57153551303276 0 1 0
21565 1 23.648154065010353 1.495372080763552 3.6270728414738063 0 1 1
904 3 25.603505394108954 -0.7575390488919822 3.7729222626316923 0 0 0
20705 4 24.735593535303607 0.39338392216535234 2.1558324303481804 0 1 1
19914 5 26.76617977562714 2.068650400693878 83.4615632976324 0 0 0
969 2 27.899383289020697 0.1791283937871686 4.249085512944883 0 0 0
20700 5 27.335638044276365 -0.7582111694965087 2.382486897776776 0 1 1
114 5 26.113104189211217 1.4526011651517474 4.217527189388815 0 0 0
116 1 27.912975042205005 2.069812758113002 3.270288023929301 0 0 0
21567 2 28.745347562259415 0.7264878708371749 1.6645075758403145 0 1 1
184 3 29.67808039232712 -0.9657005863695487 2.868125635846944 0 0 0
